key,en,fr,it,ja,ko,es,es_ES,pt_BR,pl,de,ru,uk,pr
LASTWEAPON_ART,"The ,the ,The ,the ,this ,it,was","L',l',L',l',cette ,e,on,votre ,la ,d',a","L',l',Dell',dell',quest',a,ua,la",,"는,가,를,와,로","La ,la ,La ,la ,esta ,a,,","El ,el ,El ,el ,este ,a,,","A ,a ,Uma ,uma ,essa ,esta ,a,sua ,foi",",Ostatecznej Broni,Ostatecznej Broni,Ostateczną Broń,a","Die ,die ,Die ,die ,die ,Die ,die ,Deine ,deine ,diese ,sie,alte,wurde,war","последнее оружие,последнего оружия,последнему оружию,последнее оружие,последнем оружии,,о,ено,ось,ит,его","остання зброя,останньої зброї,останній зброї,останню зброю,,,ла,а,е,ить,її",
LIFEUPCREAM_NAME,Life Up Cream,Pommade,Unguento,きずぐすり,라이프 업 크림,Crema curativa,Crema curativa,Pomada Curativa,Krem Leczniczy,Heilcreme,Целебная мазь,Лікувальний крем,
LIFEUPCREAM_DESC,Some good quality wound healer.\nRestores [ItemValue] HP.,Efficace contre toutes sortes de blessures.\nRend [ItemValue] PV.,Ottimo rimedio per guarire le ferite.\nRipristina [ItemValue] PS.,しっかりとキズを　いやしてくれる。\nHPを[ItemValue]かいふくする。,확실하게 회복할 수 있다.\nHP를 [ItemValue]만큼 회복한다.,Un sanador de heridas de buena calidad.\nRestaura [ItemValue] PV.,Un sanador de heridas de buena calidad.\nRecupera [ItemValue] PV.,Um remédio de ótima qualidade.\nRecupera [ItemValue] HP.,Wysokiej jakości środek do leczenia ran.\nPrzywraca [ItemValue] HP.,Qualitätswunderheilmittel.\nStellt [ItemValue] KP wieder her.,Высококачественное ранозаживляющее средство. Восстанавливает [ItemValue] ОЗ.,Лікувальний засіб високої якості.\nВідновлює [ItemValue] оч[ItemValArt3] здоров'я.,
LIFEUPCREAM_ART,"The ,the ,Some ,some ,this ,it,was","La ,la ,De la ,de la ,cette ,e,a,votre ,la ,de ,a","L',l',Dell',dell',questo ,o,uo,il",,"은,이,을,과,으로","La ,la ,Una ,una ,esta ,a,,","La ,la ,Una ,una ,esta ,a,,","A ,a ,Uma ,uma ,essa ,esta ,a,sua ,foi",",Kremu Leczniczego,Kremowi Leczniczemu,Krem Leczniczy,","Die ,die ,Eine ,eine ,eine ,Die ,die ,Deine ,deine ,diese ,sie,alte,wurde,war","целебная мазь,целебной мази,целебной мази,целебную мазь,целебной мази,,а,ена,ась,ит,её","лікувальний крем,лікувального крема,лікувальному крему,лікувальний крем,,,в,ий,е,ить,його",
MAGICCANDY_NAME,Magic Candy,Bonbon magique,Caramella magica,ふしぎなキャンディ,매직 캔디,Caramelo mágico,Caramelo mágico,Doce Mágico,Magiczny Cukierek,Magisches Bonbon,Волшебная конфета,Чарівна цукерка,
MAGICCANDY_DESC,Increases your Guts by [ItemValue] if you are a weakling.,Augmente de [ItemValue] votre fougue si vous êtes une mauviette.,Aumenta la tua Combattività di [ItemValue] se sei un rammollito.,,나약한 자에게 용기를 [ItemValue]만큼 복돋아 준다.,Aumenta tu coraje en [ItemValue] si eres un debilucho.,Aumenta tus agallas en [ItemValue] si eres un blandengue.,Aumenta a sua Coragem em [ItemValue] se você for fracote.,,"Erhöht deinen Mut um [ItemValue], wenn du ein Feigling bist.",Повышает дерзость хиляку на [ItemValue] единиц.,Підвищує хоробрість слабакам на [ItemValue] оч[ItemValArt3].,
MAGICCANDY_ART,"The ,the ,A ,a ,this ,it,was","Le ,le ,Un ,un ,ce ,,on,votre ,le ,de ,a","La ,la ,La ,la ,questa ,a,ua,la",,"는,가,를,와,로","El ,el ,Un ,un ,este ,o,,","El ,el ,Un ,un ,este ,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Magicznego Cukierka,Magicznemu Cukierkowi,Magicznego Cukierka,","Ein ,ein ,Ein ,ein ,ein ,Ein ,ein ,Dein ,dein ,ein ,es,altes,wurde,war","волшебная конфета,волшебной конфеты,волшебной конфете,волшебную конфету,волшебной конфете,,а,ена,ась,ит,её","чарівна цукерка,чарівної цукерки,чарівній цукерці,чарівну цукерку,,,ла,а,е,ить,її",
MAGICRIBBON_NAME,Magic Ribbon,Ruban magique,Fiocco magico,ふしぎなリボン,신비한 리본,Lazo mágico,Lazo mágico,Laço Mágico,Magiczna Wstążka,Magisches Band,Волшебный бант,Чарівна стрічка,
MAGICRIBBON_DESC,,,,,,,,,,,,,
MAGICRIBBON_ART,"The ,the ,A ,a ,this ,it,was","Le ,le ,Un ,un ,ce ,,on,votre ,le ,de ,a","Il ,il ,Un ,un ,questo ,o,uo,il",,"은,이,을,과,으로","El ,el ,Un ,un ,este ,o,,","El ,el ,Un ,un ,este ,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Magicznej Wstążki,Magicznej Wstążce,Magiczną Wstążkę,a","Ein ,ein ,Ein ,ein ,ein ,Ein ,ein ,Dein ,dein ,ein ,es,altes,wurde,war","волшебный бант,волшебного банта,волшебному банту,волшебный бант,волшебном банте,,,ён,ся,ит,его","чарівна стрічка,чарівної стрічки,чарівній стрічці,чарівну стрічку,,,ла,а,е,ить,її",
MAPPODUNK_NAME,Podunk Map,Carte de Podunk,Mappa di Podunk,マザーズデイのちず,마더즈데이 지도,Mapa de Podunk,Mapa de Podunk,Mapa de Podunk,Mapa Podunk,Karte von Podunk,Карта Поданка,Мапа Поданку,Mother's Day Map
MAPPODUNK_DESC,A map of Podunk.,Une carte de la ville de Podunk.,Una mappa di Podunk.,マザーズデイしゅうへんの　ちず。,마더즈데이의 장소를 나타내는 지도.,Un mapa de Podunk.,Un mapa de Podunk.,Um mapa de Podunk.,Mapa miasta Podunk.,Eine Karte von Podunk.,Карта всего Поданка.,Мапа міста Поданк.,A map of Mother's Day.
MAPPODUNK_ART,"The ,the ,The ,the ,this ,it,was","La ,la ,Une ,une ,cette ,e,a,votre ,la ,de ,a","La ,la ,La ,la ,questa ,a,ua,la",,"는,가,를,와,로","El ,el ,El ,el ,este ,o,,","El ,el ,El ,el ,este ,o,,","O ,o ,O ,o ,esse ,este ,o,seu ,foi",",Mapy Podunk,Mapie Podunk,Mapę Podunk,a","Die ,die ,Die ,die ,die ,Die ,die ,Deine ,deine ,diese ,sie,alte,wurde,war","карта Поданка,карты Поданка,карте Поданка,карту Поданка,карта Поданка,,а,ена,ась,ит,её","мапа Поданку,мапи Поданку,мапі Поданку,мапу Поданку,,,ла,а,е,ить,її",
MEMORYCHIP_NAME,Memory Chip,Puce mémoire,Chip di memoria,メモリーチップ,메모리 칩,Chip de memoria,Chip de memoria,Chip de Memória,Czip Pamięciowy,Speicherchip,Микросхема памяти,Модуль пам'яті,
MEMORYCHIP_DESC,,,,,,,,,,,,,
MEMORYCHIP_ART,"The ,the ,A ,a ,this ,it,was","La ,la ,Une ,une ,cette ,e,a,votre ,la ,de ,a","Il ,il ,Un ,un ,questo ,o,uo,il",,"은,이,을,과,으로","El ,el ,Un ,un ,este,o,,","El ,el ,Un ,un ,este,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Czipa Pamięciowego,Czipowi Pamięciowemu,Czip Pamięciowy,","Der ,der ,Der ,der ,den ,Den ,den ,Deinen ,deinen ,diesen ,ihn,alten,wurde,war","микросхема памяти,микросхемы памяти,микросхеме памяти,микросхему памяти,микросхеме памяти,,а,ена,ась,ит,её","модуль пам'яті,модуля пам'яті,модулю пам'яті,модуль пам'яті,,,в,ий,е,ить,його",
MILK_NAME,Milk,Lait,Latte,ミルク,우유,Botella de leche,Botella de leche,Leite,Mleko,Milch,Молоко,Молоко,
MILK_DESC,Some fresh cow milk.\nRestores [ItemValue] HP.,Du lait frais de vache.\nRend [ItemValue] PV.,Latte fresco di mucca.\nRipristina [ItemValue] PS.,しぼりたての　ミルク。\nのむと　ＨＰを[ItemValue]かいふく。,신선한 우유.\nHP를 [ItemValue]만큼 회복한다.,Un poco de leche fresca de vaca.\nRestaura [ItemValue] PV.,Un poco de leche fresca de vaca.\nRecupera [ItemValue] PV.,Um pouco de leite fresco.\nRecupera [ItemValue] HP.,"Świeże, krowie mleko.\nPrzywraca [ItemValue] HP.",Frische Kuhmilch.\nStellt [ItemValue] KP wieder her.,Свежее коровье молоко.\nВосстанавливает [ItemValue] ОЗ.,Свіже коров'яче молоко.\nВідновлює [ItemValue] оч[ItemValArt3] здоров'я.,
MILK_ART,"The ,the ,Some ,some ,this ,it,was","Le ,le ,Du ,du ,ce ,,on,votre ,le ,de ,a","Il ,il ,Del ,del ,questo ,o,uo,il",,"는,가,를,와,로","La ,la ,Una ,una ,esta ,a,,","La ,la ,Una ,una ,esta ,a,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Mleka,Mleku,Mleko,o","Die ,die ,Eine ,eine ,eine ,Die ,die ,Deine ,deine ,diese ,sie,alte,wurde,war","молоко,молока,молоку,молоко,молоке,,о,ено,ось,ит,его","молоко,молока,молоку,молоко,,,ло,е,е,ить,його",
MOUTHWASH_NAME,Mouthwash,Bain de bouche,Collutorio,うがいぐすり,구강청결제,Enjuague bucal,Enjuague bucal,Enxaguante Bucal,Płyn do Ust,Mundspülung,Ополаскиватель,Ополіскувач,
MOUTHWASH_DESC,,,,,"는,가,를,와,로",,,,,,,,
MOUTHWASH_ART,"The ,the ,Some ,some ,this ,it,was","Le ,le ,Un ,un ,ce ,,on,votre ,le ,de ,a","Il ,il ,Un ,un ,questo ,o,uo,il",,,"El ,el ,Un ,un ,este ,o","El ,el ,Un ,un ,este ,o","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Płynu do Ust,Płynowi do Ust,Płyn do Ust,","Die ,die ,Eine ,eine ,eine ,Die ,die ,Deine ,deine ,diese ,sie,alte,wurde,war","ополаскиватель,ополаскивателя,ополаскивателю,ополаскиватель,ополаскивателе,,,ён,ся,ит,его","ополіскувач,ополіскувача,ополіскувачу,ополіскувач,,,в,ий,е,ить,його",
NOBLESEED_NAME,Noble Seed,Graine d'ange,Seme nobile,エンジェルシード,천사의 씨앗,Semilla noble,Semilla noble,Semente Nobre,Zacne Nasiono,Engels-Samen,Благородное семечко,Благородне насіння,
NOBLESEED_DESC,,,,,,,,,,,,,
NOBLESEED_ART,"The ,the ,A ,a ,this ,it,was","La ,la ,Une ,une ,cette ,e,a,votre ,la ,de ,a","Il ,il ,Un ,un ,questo ,o,uo,il",,"은,이,을,과,으로","La ,la ,Una ,una ,esta ,a,,","La ,la ,Una ,una ,esta ,a,,","As ,as ,Umas ,umas ,essas ,estas ,as,suas ,foram",",Zacnego Nasiona,Zacnemu Nasionu,Zacne Nasiono,o","Der ,der ,Ein ,ein ,einen ,Den ,den ,Deinen ,deinen ,diesen ,ihn,alten,wurde,war","благородное семечко,благородного семечка,благородному семечку,благородное семечко,благородном семечке,,о,ено,ось,ит,его","благородне насіння,благородного насіння,благородному насінні,благородне насіння,,,ло,е,е,ить,його",
OCARINA_NAME,Ocarina of Hope,Ocarina de l'espoir,Ocarina della speranza,きぼうのオカリナ,희망의 오카리나,Ocarina de la esperanza,Ocarina de la esperanza,Ocarina da Esperança,Okaryna Nadziei,Okarina der Hoffnung,Окарина надежды,Окарина надії,
OCARINA_DESC,Play it to listen to all the melodies you have collected.,Jouez-en pour faire résonner les mélodies que vous avez collectées.,Suonala per ascoltare le melodie che hai raccolto.,,수집한 멜로디들을 통해 여정을 되돌아 보자.,Tócala para escuchar todas las melodías que has recolectado.,Tócala para escuchar todas las melodías que has recolectado.,Toque para ouvir todas as melodias que você já coletou.,,"Spiele sie, um all die Melodien zu hören, die du gesammelt hast.",Сыграй на ней и послушай все собранные тобою мелодии.,"Зіграй на ній, щоб послухати всі зібрані мелодії.",
OCARINA_ART,"The ,the ,The ,the ,this ,it,was","L',l',L',l',cet ,,on,votre ,le ,d',a","L',l',Dell',dell',quest',a,ua,la",,"는,가,를,와,로","La ,la ,La ,la ,esta ,a,,","La ,la ,La ,la ,esta ,a,,","A ,a ,Uma ,uma ,essa ,esta ,a,sua ,foi",",Okaryny Nadziei,Okarynie Nadziei,Okarynę Nadziei,a","Die ,die ,Die ,die ,die ,Die ,die ,Deine ,deine ,diese ,sie,alte,wurde,war","окарина Надежды,окарины Надежды,окарине Надежды,окарину Надежды,окарине Надежды,,а,ена,ась,ит,её","окарина надії,окарини надії,окарині надії,окарину надії,,,ла,а,е,ить,її",
ONYXHOOK_NAME,Onyx Hook,Crochet d'onyx,Amo d'onice,めのうのつりばり,마노 낚싯바늘,Gancho onix,Gancho de ónix,Gancho de Ônix,Onyksowy Hak,Onyxhaken,Агатовый крючок,Оніксовий гачок,
ONYXHOOK_DESC,,,,,,,,,,,,,
ONYXHOOK_ART,"The ,the ,The ,the ,this ,it,was","Le ,le ,Le ,le ,ce ,,on,votre ,le ,de ,a","L',l',Dell',dell',questo ,o,uo,il",,"은,이,을,과,로","El ,el ,El ,el ,este ,o,,","El ,el ,El ,el ,este ,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Onyksowego Haka,Onyksowemu Hakowi,Onyksowy Hak,","Der ,der ,Der ,der ,den ,Den ,den ,Deinen ,deinen ,diesen ,ihn,alten,wurde,war","агатовый крючок,агатового крючка,агатовому крючку,агатовый крючок,агатовом крючке,,,ён,ся,ит,его","оніксовий гачок,оніксового гачка,оніксовому гачку,оніксовий гачок,,,в,ий,е,ить,його",
ORANGEJUICE_NAME,Orange Juice,Jus d'orange,Succo d'arancia,オレンジジュース,오렌지 주스,Jugo de naranja,Zumo de naranja,Suco de Laranja,Sok Pomarańczowy,Orangensaft,Апельсиновый сок,Апельсиновий сік,
ORANGEJUICE_DESC,Vitamin C is always good for a few HP.\nRestores [ItemValue] HP.,"La vitamine C, c'est bon pour les PV.\nRend [ItemValue] PV.",La vitamina C fa sempre bene ai PS.\nRipristina [ItemValue] PS.,ビタミンCが　ほうふ。\nのむと　HPを[ItemValue]かいふく。,비타민C를 섭취할 수 있다.\nHP를 [ItemValue]만큼 회복한다.,La vitamina C siempre es buena para el PV.\nRestaura [ItemValue] PV.,La vitamina C nunca viene mal para el cuerpo.\nRestaura [ItemValue] PV.,Vitamina C faz bem pra saúde.\nRecupera [ItemValue] HP.,Witamina C zawsze zdrowa.\nPrzywraca [ItemValue] HP.,Vitamine sind immer gut für ein paar KP.\nStellt [ItemValue] KP wieder her.,Витамин C полезен для здоровья.\nВосстанавливает [ItemValue] ОЗ.,Вітамін С корисний для здоров'я.\nВідновлює [ItemValue] оч[ItemValArt3] здоров'я.,
ORANGEJUICE_ART,"The ,the ,Some ,some ,this ,it,was","Le ,le ,Du ,du ,ce ,,on,votre ,le ,de ,a","Il ,il ,Del ,del ,questo ,o,uo,il",,"는,가,를,와,로","El ,el ,,,este ,o,,","El ,el ,,,este ,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Soku Pomarańczowego,Sokowi Pomarańczowemu,Sok Pomarańczowy,","Der ,der ,Ein ,ein ,einen ,Den ,den ,Deinen ,deinen ,diesen ,ihn,alten,wurde,war","апельсиновый сок,апельсинового сока,апельсиновому соку,апельсиновый сок,апельсиновом соке,,,ён,ся,ит,его","апельсиновий сік,апельсинового соку,апельсиновому соку,апельсиновий сік,,,в,ий,е,ить,його",
PANFRYING_NAME,Frying Pan,Poêle à frire,Padella,フライパン,프라이팬,Sartén,Sartén,Frigideira,Patelnia,Bratpfanne,Сковорода,Сковорода,
PANFRYING_DESC,Can also be used as a drying pan.\nWeapon @ Offense +[ItemValue].,Vous pouvez demander à son yau s'il va bien.\nArme @ Attaque +[ItemValue].,Ottima anche per quando piove.\nArma @ Attacco +[ItemValue].,パンはパンでも　たべられないパン。\nぶき＠オフェンス＋[ItemValue],깡!!!\n무기 ＠ 오펜스 +[ItemValue].,También se podría usar para tostar un pan.\nArma @ Ofensa +[ItemValue],También la podrías usar como paraguas y como otras cosas más. Arma @ Fuerza +[ItemValue],Também pode ser usada como um guarda-chuva.\nArma @ Ataque +[ItemValue].,Nie unieśmiertelnia.\nBroń @ Ofensywa +[ItemValue].,Perfekt für pikante Pizzapfannkuchen.\nWaffe @ Angriff +[ItemValue].,Ей можно укрываться под дождём!\nОружие @ Атака +[ItemValue].,Улюблениця блондинок у вежах.\nЗброя @ Атака +[ItemValue].,
PANFRYING_ART,"The ,the ,A ,a ,this ,it,was","La ,la ,Une ,une ,cette ,e,a,votre ,la ,de ,a","La ,la ,Una ,una ,questa ,a,ua,la",,"은,이,을,과,으로","La ,la ,Una ,una ,esta ,a,,","La ,la ,Una ,una ,esta ,a,,","A ,a ,Uma ,uma ,essa ,esta ,a,sua ,foi",",Patelni,Patelni,Patelnię,a","Die ,die ,Eine ,eine ,eine ,Die ,die ,Deine ,deine ,diese ,sie,alte,wurde,war","сковорода,сковороды,сковороде,сковороду,сковороде,,а,ена,ась,ит,её","сковорода,сковороди,сковороді,сковороду,,,ла,а,е,ить,її",
PANNONSTICK_NAME,Non-stick Pan,Poêle de qualité,Padella antiaderente,いいフライパン,좋은 프라이팬,Sartén antiadherente,Sartén antiadherente,Panela Antiaderente,Patelnia Teflonowa,Haftlose Pfanne,Тефлон. сковорода,Тефлонова сковорода,
PANNONSTICK_DESC,,,,,,,,,,,,,
PANNONSTICK_ART,"The ,the ,A ,a ,this ,it,was","La ,la ,Une ,une ,cette ,e,a,votre ,la ,de ,a","La ,la ,Una ,una ,questa ,a,ua,la",,"은,이,을,과,으로","La ,la ,Una ,una ,esta ,a,,","La ,la ,Una ,una ,esta ,a,,","A ,a ,Uma ,uma ,essa ,esta ,a,sua ,foi",",Patelni Teflonowej,Patelni Teflonowej,Patelnię Teflonową,a","Die ,die ,Eine ,eine ,eine ,Die ,die ,Deine ,deine ,diese ,sie,alte,wurde,war","тефлоновая сковорода,тефлоновой сковороды,тефлоновой сковороде,тефлоновую сковороду,тефлоновой сковороде,,а,ена,ась,ит,её","тефлонова сковорода,тефлонову сковороду,тефлоновій сковороді,тефлонову сковороду,,,ла,а,е,ить,її",
PASS_NAME,Pass,Passe,Pass,つうこうきょかしょう,통행허가증,Pase,Pase,Passe,Przepustka,Ausweis,Пропуск,Пропуск,
PASS_DESC,,,,,,,,,,,,,
PASS_ART,"The ,the ,A ,a ,this ,it,was","Le ,le ,Un ,un ,ce ,,on,votre ,le ,de ,a","Il ,il ,Del ,del ,questo ,o,uo,il",,"은,이,을,과,으로","El ,el ,Un ,un ,este ,o,,","El ,el ,Un ,un ,este ,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Przepustki,Przepustce,Przepustkę,a","Der ,der ,Der ,der ,den ,Den ,den ,Deinen ,deinen ,diesen ,ihn,alten,wurde,war","пропуск,пропуска,пропуску,пропуск,пропуске,,,ён,ся,ит,его","пропуск,пропуска,пропуску,пропуск,,,в,ий,е,ить,його",
PENDANTEARTH_NAME,Earth Pendant,Pendentif de terre,Amuleto della terra,だいちのペンダント,대지의 펜던트,Amuleto tierra,Colgante tierra,Colar da Terra,Wisiorek Ziemi,Erdanhänger,Земной кулон,Кулон землі,
PENDANTEARTH_DESC,Halves damage from all PSI attacks.\nBody @ Defense +[ItemValue].,Réduit de moitié les dégâts de toutes les attaques PSI. Corps @ Défense +[ItemValue].,Dimezza il danno di tutti gli attacchi PSI.\nCorpo @ Difesa +[ItemValue].,,모든 PSI로 인한 피해를 절반으로 줄인다.\n몸 ＠ 디펜스 +[ItemValue].,Reduce a la mitad el daño de todos los ataques PSI. Cuerpo @ Defensa +[ItemValue].,Reduce a la mitad el daño de todos los ataques PSI. Cuerpo @ Defensa +[ItemValue].,Reduz pela metade os danos de PSI.\nCorpo @ Defesa +[ItemValue].,,Halbiert erlittene Schäden aller PSI-Angriffe.\nKörper @ +[ItemValue].,Вдвое снижает урон от всех психоатак.\nТело @ Защита +[ItemValue].,Послаблює психічну шкоду навпіл.\nТіло @ Захист +[ItemValue].,
PENDANTEARTH_ART,"The ,the ,An ,an ,this ,it,was","Le ,le ,Un ,un ,ce ,,on,votre ,le ,de ,a","L',l',Dell',dell',questo ,o,uo,il",,"는,가,를,와,로","El ,el ,Un ,un ,este ,o,,","El ,el ,Un ,un ,este ,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Wisiorka Ziemi,Wisiorkowi Ziemi,Wisiorek Ziemi,","Der ,der ,Ein ,ein ,einen ,Den ,den ,Deinen ,deinen ,diesen ,ihn,alten,wurde,war","земной кулон,земного кулона,земному кулону,земной кулон,земном кулоне,,,ён,ся,ит,его","кулон землі,кулона землі,кулону землі,кулон землі,,,в,ий,е,ить,його",
PENDANTFIRE_NAME,Fire Pendant,Pendentif de feu,Amuleto del fuoco,ほのおのペンダント,불꽃의 펜던트,Amuleto fuego,Colgante fuego,Colar do Fogo,Wisiorek Ognia,Feueranhänger,Огненный кулон,Кулон вогню,
PENDANTFIRE_DESC,Halves damage from fire attacks.\nBody @ Defense +[ItemValue].,Réduit de moitié les dégâts de feu.\nCorps @ Défense +[ItemValue].,Dimezza il danno degli attacchi di fuoco.\nCorpo @ Difesa +[ItemValue].,,불 공격으로 인한 피해를 절반으로 줄인다.\n몸 ＠ 디펜스 +[ItemValue].,Reduce a la mitad el daño de los ataques de fuego. Cuerpo @ Defensa +[ItemValue].,Reduce a la mitad el daño de los ataques de fuego. Cuerpo @ Defensa +[ItemValue].,Reduz pela metade os danos de fogo.\nCorpo @ Defesa +[ItemValue].,,Halbiert erlittenen Feuerschaden.\nKörper @ +[ItemValue].,Вдвое снижает урон от огненных атак.\nТело @ Защита +[ItemValue].,Послаблює вогняну шкоду навпіл.\nТіло @ Захист +[ItemValue].,
PENDANTFIRE_ART,"The ,the ,A ,a ,this ,it,was","Le ,le ,Un ,un ,ce ,,on,votre ,le ,de ,a","L',l',Dell',dell',questo ,o,uo,il",,"는,가,를,와,로","El ,el ,Un ,un ,este ,o,,","El ,el ,Un ,un ,este ,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Wisiorka Ognia,Wisiorkowi Ognia,Wisiorek Ognia,","Der ,der ,Ein ,ein ,einen ,Den ,den ,Deinen ,deinen ,diesen ,ihn,alten,wurde,war","огненный кулон,огненного кулона,огненному кулону,огненный кулон,огненном кулоне,,,ён,ся,ит,его","кулон вогню,кулона вогню,кулону вогню,кулон вогню,,,в,ий,е,ить,його",
PENDANTH2O_NAME,H2o Pendant,Pendentif d'eau,Amuleto dell'H2o,しずくのペンダント,물방울 펜던트,Amuleto H2o,Colgante agua,Colar da Chuva,Wisiorek H2o,Wasseranhänger,Водный кулон,Кулон води,
PENDANTH2O_DESC,Halves damage from ice attacks.\nBody @ Defense +[ItemValue].,Réduit de moitié les dégâts de glace.\nCorps @ Défense +[ItemValue].,Dimezza il danno degli attacchi di ghiaccio.\nCorpo @ Difesa +[ItemValue].,,얼음 공격으로 인한 피해를 절반으로 줄인다.\n몸 ＠ 디펜스 +[ItemValue].,Reduce a la mitad el daño de los ataques de hielo. Cuerpo @ Defensa +[ItemValue].,Reduce a la mitad el daño de los ataques de hielo.\nCuerpo @ Defensa +[ItemValue].,Reduz pela metade os danos de gelo.\nCorpo @ Defesa +[ItemValue].,,Halbiert erlittenen Eisschaden.\nKörper @ +[ItemValue].,Вдвое снижает урон от ледяных атак.\nТело @ Защита +[ItemValue].,Послаблює крижану шкоду навпіл.\nТіло @ Захист +[ItemValue].,
PENDANTH2O_ART,"The ,the ,An ,an ,this ,it,was","Le ,le ,Un ,un ,ce ,,on,votre ,le ,de ,a","L',l',Dell',dell',questo ,o,uo,il",,"는,가,를,와,로","El ,el ,Un ,un ,este ,o,,","El ,el ,Un ,un ,este ,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Wisiorka H2o,Wisiorkowi H2o,Wisiorek H2o,","Der ,der ,Ein ,ein ,einen ,Den ,den ,Deinen ,deinen ,diesen ,ihn,alten,wurde,war","водный кулон,водного кулона,водному кулону,водный кулон,водном кулоне,,,ён,ся,ит,его","кулон води,кулона води,кулону води,кулон води,,,в,ий,е,ить,його",
PENDANTSEA_NAME,Sea Pendant,Pendentif de mer,Amuleto del mare,うみのペンダント,바다의 펜던트,Amuleto mar,Colgante mar,Colar do Mar,Wisiorek Morza,Meeresanhänger,Морской кулон,Кулон моря,
PENDANTSEA_DESC,Halves damage from all PSI attacks.\nBody @ Defense +[ItemValue].,Réduit de moitié les dégâts de toutes les attaques PSI. Corps @ Défense +[ItemValue].,Dimezza il danno di tutti gli attacchi PSI.\nCorpo @ Difesa +[ItemValue].,,모든 PSI로 인한 피해를 절반으로 줄인다.\n몸 ＠ 디펜스 +[ItemValue].,Reduce a la mitad el daño de todos los ataques PSI. Cuerpo @ Defensa +[ItemValue].,Reduce a la mitad el daño de todos los ataques PSI. Cuerpo @ Defensa +[ItemValue].,Reduz pela metade os danos de PSI.\nCorpo @ Defesa +[ItemValue].,,Halbiert erlittene Schäden aller PSI-Angriffe.\nKörper @ +[ItemValue].,Вдвое снижает урон от всех психоатак.\nТело @ Защита +[ItemValue].,Послаблює психічну шкоду навпіл.\nТіло @ Захист +[ItemValue].,
PENDANTSEA_ART,"The ,the ,A ,a ,this ,it,was","Le ,le ,Un ,un ,ce ,,on,votre ,le ,de ,a","L',l',Dell',dell',questo ,o,uo,il",,"는,가,를,와,로","El ,el ,Un ,un ,este ,o,,","El ,el ,Un ,un ,este ,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Wisiorka Morza,Wisiorkowi Morza,Wisiorek Morza,","Der ,der ,Ein ,ein ,einen ,Den ,den ,Deinen ,deinen ,diesen ,ihn,alten,wurde,war","морской кулон,морского кулона,морскому кулону,морской кулон,морском кулоне,,,ён,ся,ит,его","кулон моря,кулона моря,кулону моря,кулон моря,,,в,ий,е,ить,його",
PENDANTTHUNDER_NAME,Thunder Pendant,Pendentif de foudre,Amuleto del tuono,いかずちのペンダント,번개의 팬던트,Amuleto trueno,Colgante trueno,Colar do Trovão,Wisiorek Gromu,Donneranhänger,Громовой кулон,Кулон грому,
PENDANTTHUNDER_DESC,Halves damage from lightning attacks.\nBody @ Defense +[ItemValue].,Réduit de moitié les dégâts de foudre.\nCorps @ Défense +[ItemValue].,Dimezza il danno degli attacchi di tuono.\nCorpo @ Difesa +[ItemValue].,,번개 공격으로 인한 피해를 절반으로 줄인다.\n몸 ＠ 디펜스 +[ItemValue].,Reduce a la mitad el daño de los ataques de trueno.\nCuerpo @ Defensa +[ItemValue].,Reduce a la mitad el daño de los ataques de trueno. Cuerpo @ Defensa +[ItemValue].,Reduz pela metade os danos de raio.\nCorpo @ Defesa +[ItemValue].,,Halbiert erlittenen Elektroschaden.\nKörper @ +[ItemValue].,Вдвое снижает урон от электрических атак.\nТело @ Защита +[ItemValue].,Послаблює електричну шкоду навпіл.\nТіло @ Захист +[ItemValue].,
PENDANTTHUNDER_ART,"The ,the ,An ,an ,this ,it,was","Le ,le ,Un ,un ,ce ,,on,votre ,le ,de ,a","L',l',Dell',dell',questo ,o,uo,il",,"는,가,를,와,로","El ,el ,Un ,un ,este ,o,,","El ,el ,Un ,un ,este ,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Wisiorka Gromu,Wisiorkowi Gromu,Wisiorek Gromu,","Der ,der ,Ein ,ein ,einen ,Den ,den ,Deinen ,deinen ,diesen ,ihn,alten,wurde,war","громовой кулон,громового кулона,громовому кулону,громовой кулон,громовом кулоне,,,ён,ся,ит,его","кулон грому,кулона грому,кулону грому,кулон грому,,,в,ий,е,ить,його",
PHONECARD_NAME,Telephone Card,Carte téléphonique,Scheda telefonica,テレホンカード,전화 카드,Tarjeta telefónica,Tarjeta telefónica,Cartão Telefônico,Karta Telefoniczna,Telefonkarte,Таксофонная карта,Телефонна картка,
PHONECARD_DESC,,,,,,,,,,,,,
