key,en,fr,it,ja,ko,es,es_ES,pt_BR,pl,de,ru,uk
MOMSEYES_ART,"The ,the ,A ,a ,its","La ,la ,Une ,une ,de la ,à la ,e,la ,se","La ,la ,Una ,una ,della ,alla ,a,la ",,"는,가,를,와,로",",,,,de ,a ,a,la ",",,,,de ,a ,a,la ","A ,a ,Uma ,uma ,a,sua ","jej,Oczu Matki,Oczom Matki,Oczy Matkę,a,a",",,,,sein,,ihn,von,,,Mamasblick,Mamasblicks,Mamasblick,Mamasblick","мамины глазоньки,маминых глазонек,маминым глазонькам,мамины глазоньки,маминых глазоньках,,и,ены,ись,ют,их","мамочі,мамочей,мамочам,мамочі,мамочах,,ли,і,ють,ять,їх"
MOOK_NAME,Mook,Mook,Mook,ムーク,무크,Mook,Mook,Mook,Mook,Mook,Мук,Мук
MOOK_DESC,It uses various PSI attacks.,Cette créature maîtrise toutes sortes de PSI à la perfection.,Usa diversi attacchi PSI.,さまざまな　PSIを　つかいこなす。,다채로운 PSI를 사용한다.,Utiliza varios ataques PSI.,Puede usar varios ataques PSI.,Pode usar vários ataques PSI.,Używa różnych ataków PSI.,Verwendet verschiedene PSI-Angriffe.,Он использует различные психоатаки.,Використовує різні ПСИ атаки.
MOOK_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Mooka,Mookowi,Mooka,,y","Das ,das ,Ein ,ein ,sein,das ,es,vom,,,Mook,Mooks,Mook,Mook","мук,мука,муку,мука,муке,,,ён,ся,ет,его","мук,мука,муку,мука,муку,,в,ий,е,ить,його"
MOSQUITO_NAME,Mosquito,Moustique,,,,Mosquito,,,Komar,Mücke,Комар,Комар
MOSQUITO_DESC,,,,,,,,,,,,
MOSQUITO_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x",,,,"El ,el ,Un ,un ,del ,al ,o,el ",,,"jego,Komara,Komarowi,Komara,,y","Die ,die ,Eine ,eine ,ihr,die ,sie,von der,,,Mücke,Mücke,Mücke,Mücke","комар,комара,комару,комара,комаре,,,ён,ся,ет,его","комар,комара,комару,комара,комарі,,в,ий,е,ить,його"
MRBATTY_NAME,Mr. Batty,M. Batou,Sig. Strello,こうもりさん,박쥐씨,Sr. Murchiflado,Sr. Murchiflado,Sr. Morceguinho,Pan Nietoperek,Herr Fledi,Мистер Мышкинс,Містер Кажанчик
MRBATTY_DESC,Life itself is a puzzle to Mr. Batty,La vie elle-même est une énigme pour M. Batou.,La vita stessa è un mistero per il Sig. Strello.,かれにとって　じんせいとは　パズルのような　ものらしい。,그에게 삶이란 퍼즐과도 같다.,La vida es un enigma para el Sr. Murchiflado.,La vida misma es un rompecabezas para el Sr. Murchiflado.,A vida em si é confusa para o Sr. Morceguingo.,Życie samo w sobie jest zagadką dla Pana Nietoperka.,Das Leben selbst ist ein Rätsel für Herr Fledi.,Жизнь для мистера Мышкинса — одна большая загадка.,
MRBATTY_ART,",,,,its",",,,,de ,à ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로",",,,,de ,a ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Pana Nietoperka,Panu Nietoperkowi,Pana Nietoperka,,y",",,,,sein,,ihn,von,,,Herr Fledi,Herr Fledis,Herr Fledi,Herr Fledi","мистер Мышкинс,мистера Мышкинса,мистеру Мышкинсу,мистера Мышкинса,мистере Мышкинсе,,,ён,ся,ет,его","містер Кажанчик,містера Кажанчика,містеру Кажанчику,містера Кажанчика,містеру Кажанчику,,в,ий,е,ить,його"
NANCY_NAME,Nancy,Jane,Nancy,ジェーン,제인,Nancy,Nancy,Nancy,Joanna,Nancy,Нэнси,Ненсі
NANCY_DESC,Do not be tricked by her smile.,Ne vous laissez pas berner par son sourire ¦,Non farti ingannare dal suo sorriso.,かのじょの　えがおに　だまされるな。,그녀의 아름다운 미소에 현혹되지 말 것.,No te dejes engañar por su sonrisa.,No te dejes engañar por su sonrisa.,Não seja iludido pelo seu sorriso.,Nie daj się zwieść jej uśmiechowi.,Lass dich nicht von ihrem Lächeln täuschen.,Смотри в оба — её улыбка обманчива!,
NANCY_ART,",,,,her",",,,,de ,à ,e,la ,se",",,,,di ,a ,a,la ",,"은,이,을,과,으로",",,,,de ,a ,a,la ",",,,,de ,a ,a,la ",",,,,a,sua ","jej,Joanny,Joannie,Joannę,a,a",",,,,ihr,,sie,von,,,Nancy,Nancys,Nancy,Nancy","Нэнси,Нэнси,Нэнси,Нэнси,Нэнси,,а,ена,ась,ет,её","Ненсі,Ненсі,Ненсі,Ненсі,Ненсі,,ла,а,е,ить,її"
NASTYZOMBIE_NAME,Nasty Zombie,Zombie cruel,Zombi violento,ぼうりょくゾンビ,폭력적인 좀비,Zombi desagradable,Zombi despreciable,Zumbi Desprezível,Paskudny Zombie,Krimineller Zombie,Противный зомби,Мерзенний зомбі
NASTYZOMBIE_DESC,It attacks with bare hands.,Un individu violent qui ne manque pas une occasion de frapper.,Attacca a mani nude.,いきなり　すでで　なぐりかかってくる　らんぼうな　やつ。,맨손으로 공격한다.,Ataca con las manos desnudas.,Te atacará con sus propias manos.,Ele luta com as próprias mãos.,Atakuje gołymi rękoma.,Er greift mit bloßen Händen an.,Атакует голыми руками.,
NASTYZOMBIE_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","Lo ,lo ,Uno ,uno ,dello ,allo ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Paskudnego Zombie,Paskudnemu Zombie,Paskudnego Zombie,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Kriminelle Zombie,Kriminellen Zombies,Kriminellen Zombie,Kriminellen Zombie","противный зомби,противного зомби,противному зомби,противного зомби,противном зомби,,,ён,ся,ет,его","мерзенний зомбі,мерзенного зомбі,мерзенному зомбі,мерзенного зомбі,мерзенному зомбі,,в,ий,е,ить,його"
NUCLEARENERGYROBOT_NAME,Nuclear Energy Robot,Super Robot atomique,Super Robot energetico,スーパーエナジーロボ,핵연료 로봇,Robot energético nuclear,Robot energético nuclear,Robô Energético Nuclear,Robot Jądrowy,Nuklearer Energieroboter,Атомный энергобот,Ядерний робот
NUCLEARENERGYROBOT_DESC,There's plenty of fuel inside.,Il est capable de contenir une grande quantité de carburant.,C'è un bel po' di carburante.,ねんりょう　たっぷりだ。,연료는 만땅이다.,Hay mucho combustible dentro.,Tiene mucho combustible dentro.,Tem bastante combustível dentro dele.,W środku jest mnóstwo paliwa.,In ihm ist jede Menge Kraftstoff.,Вмещает гораздо больше топлива.,
NUCLEARENERGYROBOT_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"은,이,을,과,으로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Robota Jądrowego,Robotowi Jądrowemu,Robota Jądrowego,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Nukleare Energieroboter,Nuklearen Energieroboters,Nuklearen Energieroboter,Nuklearen Energieroboter","атомный энергобот,атомного энергобота,атомному энергоботу,атомного энергобота,атомном энергоботе,,,ён,ся,ет,его","ядерний робот,ядерного робота,ядерному роботу,ядерного робота,ядерному роботі,,в,ий,е,ить,його"
OCTOBOT_NAME,Octobot,Octobot,,,,Pulpobot,,,Ośmiornibot,Oktobot,Осьмобот,Восьмибот
OCTOBOT_DESC,,,,,,,,,,,,
OCTOBOT_ART,"The ,the ,An ,an ,its","L',l',Un ,un ,de l',à l',,le ,x",,,,"El ,el ,Un ,un ,del ,al ,o,el ",,,"jego,Ośmiornibota,Ośmiornibotowi,Ośmiornibota,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Oktobot,Oktobots,Oktobot,Oktobot","осьмобот,осьмобота,осьмоботу,осьмобота,осьмоботе,,,ён,ся,ет,его","восьмибот,восьмибота,восьмиботу,восьмибота,восьмиботі,,в,ий,е,ить,його"
OLDROBOT_NAME,Old Robot,Vieux Robot,Vecchio robot,オールドロボ,깡통,Robot viejo,Robot viejo,Robô Enferrujado,Stary Robot,Alter Roboter,Старый робот,Старий робот
OLDROBOT_DESC,This robot does not sleep.,Ce robot ne dort jamais.,Questo robot non dorme.,ロボットを　ねむらせることは　できないだろう。,나름 로봇이라고 잠에 들지 않는다.,Este robot no duerme.,Este robot no duerme.,Este robô não dorme.,Ten robot nigdy nie zasypia.,Dieser Roboter schläft nicht.,Этот робот не спит.,
OLDROBOT_ART,"The ,the ,An ,an ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"은,이,을,과,으로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Starego Robota,Staremu Robotowi,Starego Robota,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Alte Roboter,Alten Roboters,Alten Roboter,Alten Roboter","старый робот,старого робота,старому роботу,старого робота,старом роботе,,,ён,ся,ет,его","старий робот,старого робота,старому роботу,старого робота,старому роботі,,в,ий,е,ить,його"
OMEGABARBOT_NAME,Omega Barbot,Oméga-Barbot,Barbot omega,ラストバーボット,오메가 바보트,Barbot Omega,Omega Barbot,Bar-bô Ômega,Omega Barbot,Omega-Barbot,Омега-прутобот,Омега стержнебот
OMEGABARBOT_DESC,"Despite its appearance, it is quite heavy.","Il pèse très lourd, malgré les apparences.","Nonostante l'aspetto, è piuttosto pesante.",みためにはんして、かなり　おもたい。,보기보다 무겁다.,"A pesar de su apariencia, es bastante pesado.","A pesar de su apariencia, es bastante pesado.","Apesar da aparência, ele é bem pesado.",Pomimo swojego wyglądu jest dosyć ciężki.,Trotz seines Aussehens ist er ziemlich schwer.,"Несмотря на его внешний вид, он довольно тяжёлый.",
OMEGABARBOT_ART,"The ,the ,An ,an ,its","L',l',Un ,un ,de l',à l',,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Omegi Barbota,Omedze Barbotowi,Omegę Barbota,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Omega-Barbot,Omega-Barbots,Omega-Barbot,Omega-Barbot","омега-прутобот,омега-прутобота,омега-прутоботу,омега-прутобота,омега-прутоботе,,,ён,ся,ет,его","омега стержнебот,омега стержнебота,омега стержнеботу,омега стержнебота,омега стержнеботі,,в,ий,е,ить,його"
OMEGABORG_NAME,Omega Borg,Oméga-Borg,Omega Borg,ラストボーグ,오메가 보그,Omega-Borg,Omega-Borg,Ômega-Borg,Omega Borg,Omega-Borg,Омегаборг,Омега борг
OMEGABORG_DESC,Strong as an ox.,Il est extrêmement puissant.,Forte come un bue.,おにの　ように　つよい。,들소에 버금가는 힘의 소유자다.,Es fuerte como un buey.,Es tan fuerte como un buey.,Forte como um boi.,Silny niczym wół.,Stark wie ein Ochse.,Силён как бык.,
OMEGABORG_ART,"The ,the ,An ,an ,its","L',l',Un ,un ,de l',à l',,le ,x","L',l',Un ,un ,dell',all',o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Omegi Borga,Omedze Borgowi,Omegę Borga,,y","Das ,das ,Ein ,ein ,sein,das ,es,vom,,,Omega-Borg,Omega-Borgs,Omega-Borg,Omega-Borg","омегаборг,омегаборга,омегаборгу,омегаборга,омегаборге,,,ён,ся,ет,его","омега борг,омега борга,омега боргу,омега борга,омега боргу,,в,ий,е,ить,його"
OMEGASAUCER_NAME,Omega Saucer,Soucoupe oméga,Disco filante,オメガソーサー,오메가 소서,Platillo omega,Platillo omega,OVNI Ômega,Omega Spodek,Omega-Untertasse,Омега-тарелка,Омега тарілочка
OMEGASAUCER_DESC,This is as big as a manhole cover.,Elle est à peu près aussi grande qu'une plaque d'égout...,Questo è grande quanto il coperchio di un tombino.,マンホールの　ふたと　おなじくらいの　おおきさなのだが。,맨홀 뚜껑만 하다.,Esto es tan grande como una tapa de alcantarilla.,Es tan grande como una tapa de alcantarilla.,É do tamanho de uma tampa de bueiro.,Duży jak właz do studzienki.,So groß wie ein Gulli.,По размеру как канализационный люк.,
OMEGASAUCER_ART,"The ,the ,An ,an ,its","La ,la ,Une ,une ,de la ,à la ,e,la ,se","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Omegi Spodka,Omedze Spodkowi,Omegę Spodka,,y","Die ,die ,Eine ,eine ,ihr,die ,sie,von der,,,Omega-Untertasse,Omega-Untertasse,Omega-Untertasse,Omega-Untertasse","омега-тарелка,омега-тарелки,омега-тарелке,омега-тарелка,омега-тарелке,,а,ена,ась,ет,её","омега тарілочка,омега тарілочки,омега тарілочці,омега тарілочки,омега тарілочціі,,ла,а,е,ить,її"
PILLOW_NAME,Pillow,Oreiller,Cuscino,まくら,베개,Almohada,Almohada,Travesseiro,Poduszka,Kissen,Подушка,Подушка
PILLOW_DESC,It doesn't hit very hard.,Il ne peut pas vous faire bien mal.,Non fa molto male.,フワフワで　やわらかい。,보송보송하고 부드럽다.,No golpea muy fuerte.,No parece ser muy fuerte.,Prepare-se para uma briga de travesseiro!,Nie uderza zbyt mocno.,Hat keine große Angriffskraft.,Сильно не бьёт.,Вдаряє не сильно.
PILLOW_ART,"The ,the ,A ,a ,its","L',l',Un ,un ,de l',à l',,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로","La ,la ,Una ,una ,de la ,a la ,a,la ","La ,la ,Una ,una ,de la ,a la ,a,la ","O ,o ,Um ,um ,o,seu ","jej,Poduszki,Poduszce,Poduszkę,a,a","Das ,das ,Ein ,ein ,sein,das ,es,vom,,,Kissen,Kissens,Kissen,Kissen","подушка,подушки,подушке,подушку,подушке,,а,ена,ась,ет,её","подушка,подушки,подушці,подушку,подушці,,ла,а,е,ить,її"
PIPPI_NAME,,,,,,,,,,,,
PIPPI_DESC,,,,,,,,,,,,
PIPPI_ART,",,,,her",",,,,d[fr_eli:Pippi],à ,e,la ,se",",,,,di ,a ,a,la ",,"[ko_part:Pippi:0],[ko_part:Pippi:1],[ko_part:Pippi:2],[ko_part:Pippi:3],[ko_part:Pippi:4]",",,,,de ,a ,a,la ",",,,,de ,a ,a,la ","A ,a ,Uma ,uma ,a,sua ","jej,[pl_decl:Pippi:F:1],[pl_decl:Pippi:F:2],[pl_decl:Pippi:F:3],a,a",",,,,ihr,,sie,von,,,[Pippi],[Pippi][de_gen:Pippi],[Pippi],[Pippi]","[Pippi],[ru_decl:Pippi:F:1],[ru_decl:Pippi:F:2],[ru_decl:Pippi:F:3],[ru_decl:Pippi:F:4],,а,ена,ась,ет,её","[Pippi],[uk_decl:Pippi:F:1],[uk_decl:Pippi:F:2],[uk_decl:Pippi:F:3],[uk_decl:Pippi:F:5],,ла,а,е,ить,її"
POLARBEAR_NAME,Polar Bear,Ours polaire,Orso polare,しろくま,흰곰,Oso polar,Oso polar,Urso Polar,Miś Polarny,Eisbär,Белый медведь,Білий ведмідь
POLARBEAR_DESC,"His chair was broken, and he isn't very happy!",Sa chaise s'est cassée et maintenant il est VRAIMENT de mauvais poil ¦,"Qualcuno gli ha rotto la sedia, e ora è su tutte le furie!",じぶんの　いすが　こわれて　きげんが　すこぶる\nよくない！,의자 하나가 부서져 언짢아하고 있다.,¡Se le rompió la silla y no está muy contento!,"¡Se le rompió la silla, y no está muy contento!",Alguém quebrou sua cadeira e ele não está nada feliz com isso!,Jego krzesło się połamało i nie jest zbyt szczęśliwy!,Sein Stuhl ist kaputt und er ist nicht gerade glücklich darüber!,Кто-то сломал его стул и он крайне этим недоволен!,
POLARBEAR_ART,"The ,the ,A ,a ,its","L',l',Un ,un ,de l',à l',,le ,x","L',l',Un ,un ,dell',all',o,il ",,"은,이,을,과,으로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Misia Polarnego,Misiowi Polarnemu,Misia Polarnego,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Eisbär,Eisbären,Eisbären,Eisbären","белый медведь,белого медведя,белому медведю,белого медведя,белом медведе,,,ён,ся,ет,его","білий ведмідь,білого ведмедя,білому ведмедю,білого ведмедя,білому ведмеді,,в,ий,е,ить,його"
PSEUDOZOMBIE_NAME,Pseudo Zombie,Pseudo-zombie,Pseudo-zombi,ゾンビもどき,가짜 좀비,Pseudo-zombi,Pseudo-zombi,Pseudo-Zumbi,Pseudo Zombie,Pseudo-Zombie,Полузомби,Псевдозомбі
PSEUDOZOMBIE_DESC,Watch out for further sneak attacks.,Attention à ses attaques sournoises ¦,Attenzione ai suoi attacchi a sorpresa.,しつこい　ふいうちに　きをつけろ。,끈질긴 기습을 조심하라.,Cuidado con más ataques furtivos.,Cuidado con sus ataques furtivos.,Cuidado com os seus ataques furtivos.,Uważaj na kolejne ataki z ukrycia.,Pass auf hinterrückse Angriffe auf.,Остерегайся его скрытных атак.,
PSEUDOZOMBIE_ART,"The ,the ,A ,a ,his","Le ,le ,Un ,un ,du ,au ,,le ,x","Lo ,lo ,Uno ,uno ,dello ,allo ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Pseudo Zombie,Pseudo Zombie,Pseudo Zombie,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Pseudo-Zombie,Pseudo-Zombies,Pseudo-Zombie,Pseudo-Zombie","полузомби,полузомби,полузомби,полузомби,полузомби,,,ён,ся,ет,его","псевдозомбі,псевдозомбі,псевдозомбі,псевдозомбі,псевдозомбі,,в,ий,е,ить,його"
PSYCHOCAR_NAME,Psycho Car,Voiture démoniaque,Auto psicopatica,デビルカー,데빌카,Coche psicópata,Coche psicópata,Carro Psicopata,Psycho Auto,Psycho-Auto,Тачка-психопатка,Скажена машина
PSYCHOCAR_DESC,It's the vehicular psycho!,"L'hypnose ne fonctionne probablement pas sur les voitures, si ?",È la pazzia del guidare!,あくまの　くるま！,차에 최면술 따윈 통하지 않는다!,¡Es el psicópata vehicular!,¡Es el psicópata vehicular!,É um veículo psicopata!,To ten psychol samochodowy!,Es ist ein motorisierter Psycho!,Эта машина с катушек съехала!,
PSYCHOCAR_ART,"The ,the ,A ,a ,its","La ,la ,Une ,une ,de la ,à la ,e,la ,se","L',l',Un',un',dell',all',a,la ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Psycho Auta,Psycho Autu,Psycho Auto,,y","Das ,das ,Ein ,ein ,sein,das ,es,vom,,,Psycho-Auto,Psycho-Autos,Psycho-Auto,Psycho-Auto","тачка-психопатка,тачки-психопатки,тачке-психопатке,тачку-психопатку,тачке-психопатке,,а,ена,ась,ет,её","скажена машина,скаженої машини,скаженій машині,скажену машину,скаженій машині,,ла,а,е,ить,її"
PSYCHOTRUCK_NAME,Psycho Truck,Camion démoniaque,Camion psicopatico,デビルトラック,데빌 트럭,Camión psicópata,Camión psicópata,Caminhão Psicopata,Psycho Ciężarówa,Psycho-Truck,Фура-психопатка,Скажена фура
PSYCHOTRUCK_DESC,This truck won't stop until it has finished its job.,Ce camion ne s'arrêtera pas avant d'avoir terminé sa besogne.,Questo camion non si fermerà finché non avrà finito il lavoro.,じごくのはてまで　おいかけてくる！,트럭에 최면술 따윈 통하지 않는다!,Este camión no parará hasta haber terminado su trabajo.,Este camión no parará hasta haber terminado su trabajo.,Esse caminhão não vai parar até terminar o serviço.,"Ta ciężarówka nie zatrzyma się, dopóki nie wykona swojego zadania.","Der Truck wird erst anhalten, wenn er seine Arbeit erledigt hat.","Эта фура не остановится, пока не закончит свою работу.",
PSYCHOTRUCK_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"은,이,을,과,으로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Psycho Ciężarówy,Psycho Ciężarówie,Psycho Ciężarówę,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Psycho-Truck,Psycho-Trucks,Psycho-Truck,Psycho-Truck","фура-психопатка,фуры-психопатки,фуре-психопатке,фуру-психопатку,фуре-психопатке,,а,ена,ась,ет,её","скажена фура,скаженої фури,скаженій фурі,скажену фуру,скаженій фурі,,ла,а,е,ить,її"
PUTRIDMOLDYMAN_NAME,Putrid Moldyman,Être putride,Uomuffa putrido,カビクサイマン,곰팡내맨,Hombre putrido,Mohosus Putridus,Pútrido Mofoso,Zgniły Pleśnioman,Fauliger Schimmelmann,Гниющий плесневень,Гніючий пліснявик
PUTRIDMOLDYMAN_DESC,He's just a pile of mold.,Il n'est rien d'autre qu'un amas de moisissure.,È solo un mucchio di muffa.,カビだらけだ！,"우웩, 곰팡이가 잔뜩 피었다.",Es sólo un montón de moho.,Solo es un mónton de moho.,É só uma pilha de mofo.,On jest tylko kupą pleśni.,Er ist nur ein Haufen Schimmel.,Он просто куча плесени.,
PUTRIDMOLDYMAN_ART,"The ,the ,A ,a ,his","L',l',Un ,un ,de l',à l',,le ,x","L',l',Un ,un ,dell',all',o,il ",,"은,이,을,과,으로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Zgniłego Pleśniomana,Zgniłemu Pleśniomanowi,Zgniłego Pleśniomana,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Faulige Schimmelmann,Fauligen Schimmelmannes,Fauligen Schimmelmann,Fauligen Schimmelmann","гниющий плесневень,гниющего плесневеня,гниющему плесневеню,гниющего плесневеня,гниющем плесневене,,,ён,ся,ет,его","гніючий пліснявик,гніючого пліснявика,гніючому пліснявику,гніючого пліснявика,гніючому пліснявику,,в,ий,е,ить,його"
R7037_NAME,R7307,R-7037,R*7037,Ｒ｀７０３７,R7037,R7037,R7037,R7307,R7037,R-7037,R-7307,R7307
R7037_DESC,He is absolutely huge!,Il est absolument gigantesque ¦,È assolutamente enorme!,なんて　おおきいんだ！,무지막지하게 크다!,¡Es absolutamente enorme!,¡Es absolutamente enorme!,Ele é enorme!,Jest niesamowicie wielki!,Er ist gigantisch!,Он гигантский!,Він гігантський!
R7037_ART,",,,,his",",,,,de ,à ,,le ,x",",,,,di ,a ,o,il ",,"은,이,을,과,로",",,,,de ,a ,o,el ",",,,,de ,a ,o,el ",",,,,o,seu ","jego,R7037,R7037,R7037,,y",",,,,sein,,ihn,von,,,R-7037,R-7037s,R-7037,R-7037","R-7307,R-7307,R-7307,R-7307,R-7307,,,ён,ся,ет,его","R7307,R7307,R7307,R7307,R7307,,в,ий,е,ить,його"
R7038_NAME,R7308,R-7038,R*7038,Ｒ｀７０３８,R7038,R7038,R7038,R7308,R7308,R-7308,R-7308,R7308
R7038_DESC,Is there any way to defeat him?,Existe-t-il réellement un moyen de le vaincre ?,C'è modo di sconfiggerlo?,こいつを　たおす　ほうほうは　はたして　あるのだろうか？,이기는 게 가능하긴 할까?,¿Hay alguna forma de derrotarlo?,¿Hay alguna forma de derrotarlo?,"E agora, quem poderá nos defender?",Czy jest jakiś sposób na pokonanie go?,Kann man ihn überhaupt besiegen?,Его вообще возможно победить?,Чи його взагалі можливо перемогти?
R7038_ART,",,,,his",",,,,de ,à ,,le ,x",",,,,di ,a ,o,il ",,"은,이,을,과,로",",,,,de ,a ,o,el ",",,,,de ,a ,o,el ",",,,,o,seu ","jego,R7308,R7308,R7308,,y",",,,,sein,,ihn,von,,,R-7308,R-7308s,R-7308,R-7308","R-7308,R-7308,R-7308,R-7308,R-7308,,,ён,ся,ет,его","R7308,R7308,R7308,R7308,R7308,,в,ий,е,ить,його"
R7038XX_NAME,R7308XX,R-7038XX,R*7038XX,Ｒ｀７０３８ＸＸ,R7038XX,R7038XX,R7038XX,R7308XX,R7308XX,R-7308XX,R-7308XX,R7308XX
R7038XX_DESC,"New and, unfortunately, improved.","Il a été rénové, et malheureusement, amélioré.","Nuovo e, purtroppo, migliorato.",あらたに　かいりょうされ　さらに　つよく　なっている。,더욱 새롭게 강화되었다.,"Nuevo y por desgracia, mejorado.","Nuevo y por desgracia, mejorado.","Novo e, infelizmente, melhorado.",Nowy i niestety ulepszony.,Neu und – leider – verbessert.,"Новый и, к сожалению, усовершенствованный.","Новий і, на жаль, покращений."
R7038XX_ART,",,,,his",",,,,de ,à ,,le ,x",",,,,di ,a ,o,il ",,"은,이,을,과,으로",",,,,de ,a ,o,el ",",,,,de ,a ,o,el ",",,,,o,seu ","jego,R7308XX,R7308XX,R7308XX,,y",",,,,sein,,ihn,von,,,R-7308XX,R-7308XX',R-7308XX,R-7308XX","R-7308XX,R-7308XX,R-7308XX,R-7308XX,R-7308XX,,,ён,ся,ет,его","R7308XX,R7308XX,R7308XX,R7308XX,R7308XX,,в,ий,е,ить,його"
RAEBYDDET_NAME,Raeb Yddet,Nounours,Ottesro,ベアル,베알,Olam yum,Olam yum,Aicúlep ed Osru,Śim Ywozsulp,Räbyddet,Акшим йывешюлп,Кидемдев
RAEBYDDET_DESC,It has strong friends.,Il a des amis fidèles.,Ha amici potenti.,かれには　つよい　なかまが　いる。,주변에 강한 친구들이 많나 보다.,Tiene amigos fuertes,Tiene amigos fuertes.,Ele tem amigos fortes.,Ma silnych przyjaciół.,Er hat starke Freunde.,У него есть сильные друзья.,Він має сильних друзів.
RAEBYDDET_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","L',l',Un ,un ,dell',all',o,il ",,"은,이,을,과,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Śim Ywozsulp,Śim Ywozsulp,Śim Ywozsulp,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Räbyddet,Räbyddets,Räbyddet,Räbyddet","акшим йывешюлп,акшима йывешюлпа,акшиму йывешюлпу,акшима йывешюлпа,акшиме йывешюлпе,,,ён,ся,ет,его","кидемдев,кидемдева,кидемдеву,кидемдева,кидемдеві,,в,ий,е,ить,його"
RAMBLINEVILMUSHROOM_NAME,Ramblin' Evil Mushroom,Champinocif ambulant,Fungo malvagio ambulante,あるくキノコ,걷는 버섯,Trotahongos,Trotaseta,Cogumelo Ambulante,Wędrujący Zły Grzyb,Gemeiner Laufpilz,Злой проходиновик,Поганий крокумор
RAMBLINEVILMUSHROOM_DESC,Watch out for its spores.,Faites attention à ses spores.,Attenzione alle sue spore.,,포자 조심.,Cuidado con sus esporas.,Cuidado con sus esporas.,Cuidado com seus esporos.,Uważaj na jego zarodniki.,Pass auf seine Sporen auf.,Остерегайся его спор.,
